name,abbreviation,staff_tests,staff_tests_with_multiples,weekly_staff_cases,total_staff_cases,weekly_staff_recovered,staff_recovered,weekly_staff_deaths,total_staff_deaths,weekly_prisoner_tests,prisoner_tests,prisoner_tests_with_multiples,weekly_prisoner_cases,total_prisoner_cases,weekly_prisoners_recovered,prisoners_recovered,total_prisoner_deaths,as_of_date,notes
Oklahoma,OK,,,,58,,,,0,,,5994,,117,,12,0,7/28/20,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,,109,,51,,0,,,2298,,412,,317,1,7/28/20,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
Pennsylvania,PA,1129,,,216,,183,,1,,7999,,,274,,237,10,7/28/20,"The number of prisoner cases this week inadvertently included those on parole, and has been updated to remove those cases."
Rhode Island,RI,,,,48,,,,0,,,,,22,,,0,7/28/20,Backfilled deaths based on info from Rhode Island on 11/4/20
South Carolina,SC,,,,263,,158,,1,,2376,,,786,,214,9,7/29/20,
South Dakota,SD,67,,,6,,5,,0,,133,,,5,,4,0,7/28/20,
Tennessee,TN,,,,158,,112,,0,,,23477,,3213,,3185,5,7/28/20,"Tennessee later revised the number of prisoner tests conducted, and the number has been adjusted here accordingly."
Texas,TX,,50607,,3213,,1860,,14,,,161371,,15241,,10686,101,7/28/20,"Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column. In November, Texas re-classified several deaths that had been presumed to be connectedto coronavirus as unrelated to COVID. We have adjusted our death totals accordingly."
Utah,UT,,,,4,,4,,0,,,796,,41,,15,0,7/29/20,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,1309,,20,,19,,0,,1492,2919,,48,,46,0,7/28/20,
Virginia,VA,,,,478,,346,,0,,28590,,,1876,,1484,13,7/29/20,
Washington,WA,,,,123,,,,1,,3209,3375,,315,,200,2,7/28/20,
West Virginia,WV,,4391,,26,,25,,0,,,5172,,126,,126,0,7/28/20,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,,115,,94,,0,,,25251,,299,,293,0,7/28/20,
Wyoming,WY,,,,,,,,,,,,,,,,,,
Federal,US,,,,1142,,681,,1,,36226,,,10779,,6870,105,7/28/20,
Alabama,AL,,,,269,,151,,2,,664,,,165,,41,14,7/22/20,
Alaska,AK,,,,12,,,,0,,,2168,,16,,2,0,7/22/20,
Arizona,AZ,,,,439,,370,,,,4905,,,684,,376,13,7/21/20,
Arkansas,AR,2378,,,259,,214,,1,,8583,,,3789,,2970,25,7/21/20,
California,CA,,,149,3793,67,2850,1,10,1398,94805,,647,14870,974,12686,69,10/6/20,
Colorado,CO,,,,73,,63,,0,,7386,13723,,783,,628,3,7/21/20,
Connecticut,CT,976,,,383,,377,,0,,10016,,,1344,,1324,7,7/21/20,
Delaware,DE,,1587,3,211,31,202,0,1,,,2046,4,579,0,546,11,11/3/20,
Florida,FL,,,,1113,,,,,,,38427,,3898,,,34,7/21/20,
Georgia,GA,,,,361,,216,,1,,,,,847,,685,26,7/21/20,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
Hawaii,HI,,,,0,,0,,0,,119,,,0,,0,0,7/21/20,
Idaho,ID,658,,,86,,47,,0,,1818,1884,,763,,100,0,7/21/20,
Illinois,IL,,,,237,,198,,0,,1800,,,343,,307,13,7/21/20,
Indiana,IN,1352,,,304,,276,,2,,2112,,,703,,690,20,7/21/20,"Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department. Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
Iowa,IA,,,,61,,32,,0,,,5096,,334,,208,1,7/21/20,The prisoner case total has been updated to include the 1 death reported this week.
Kansas,KS,,,,121,,113,,2,,,3027,,911,,906,4,7/22/20,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
Kentucky,KY,,,,108,,,,0,,,,,770,,,6,7/20/20,
Louisiana,LA,1182,,,262,,184,,4,,1845,,,713,,576,16,7/21/20,
Maine,ME,,,,1,,1,,0,,1192,,,4,,4,0,7/21/20,This week's data incorrectly listed 4 staff deaths in Maine. It has been corrected.
Maryland,MD,,6777,,465,,425,,1,,18844,,,637,,538,8,7/20/20,
Massachusetts,MA,,,,194,,167,,0,,8562,,,417,,381,8,7/22/20,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,,,,397,,348,,3,,37189,,,3870,,3585,68,7/21/20,"Michigan said it has been auditing its testing numbers to ensure they are counting unique prisoners and not total number of tests, and thus adjusted their figures downward this week. They said they have finished their audit and don't anticipate future such adjustments."
Minnesota,MN,,,,71,,70,,0,,19993,,,391,,308,2,7/20/20,
Mississippi,MS,,282,,73,,,,,,,463,,105,,,,7/21/20,
Missouri,MO,,,,113,,47,,0,,17907,,,395,,148,1,7/21/20,
Montana,MT,,,,,,,,0,,,,,,,,0,10/8/20,
Nebraska,NE,,,,29,,20,,,,928,,,8,,8,0,7/17/20,
Nevada,NV,,,,55,,27,,0,,,,,19,,17,0,7/21/20,The prisoner cases were updated with one additional case of someone who tested positive before entering the system.
New Hampshire,NH,,,,11,,11,,0,,49,,,1,,1,0,7/21/20,
New Jersey,NJ,,,,781,,,,,,,,,2892,,,49,7/21/20,
New Mexico,NM,5389,,,45,,12,,0,,8101,,,485,,383,4,7/22/20,
New York,NY,,,,1307,,,,5,,5371,,,601,,524,16,7/23/20,The number of tested people was mistakenly placed in the column for the total number of tests. This has been updated.
North Carolina,NC,3009,,,295,,229,,1,,,17382,,1086,,855,5,7/22/20,
North Dakota,ND,616,1048,,7,,4,,0,,1689,2459,,7,,7,0,7/21/20,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
Ohio,OH,,,,905,,780,,5,,17941,,,5132,,4263,84,7/21/20,"After reviewing death certificates, Ohio later revised its number of confirmed deaths in several facilities including Chillicothe Correctional Institution, Belmont and Pickaway."
Oklahoma,OK,,,,37,,,,0,,,4928,,14,,9,0,7/21/20,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,,97,,49,,0,,,1964,,331,,166,1,7/21/20,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
Pennsylvania,PA,1073,,,210,,168,,1,,7504,,,267,,237,10,7/21/20,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,,,,29,,,,0,,,,,21,,,0,7/23/20,
South Carolina,SC,,,,231,,112,,1,,1871,,,651,,155,8,7/21/20,
South Dakota,SD,67,,,6,,5,,0,,131,,,4,,4,0,7/21/20,
Tennessee,TN,4865,4905,,133,,102,,0,,,23438,,3195,,3183,4,7/21/20,The number we had originally been given for Tennessee's staff tests were total tests rather than unique people tested. We've now updated the number with new figures from the Department of Corrections.
Texas,TX,,46150,,2801,,1562,,11,,,147971,,13454,,9963,94,7/21/20,Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,,4,,4,,0,,,687,,38,,14,0,7/20/20,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,,,20,,19,,0,,1451,2778,,48,,45,0,7/21/20,
Virginia,VA,,,,435,,322,,0,,25567,,,1821,,1472,13,7/21/20,
Washington,WA,,,,111,,,,1,,,3026,,303,,,2,7/21/20,
West Virginia,WV,,4334,,25,,23,,0,,,5162,,126,,126,0,7/21/20,"This week's number inadvertently included one case from a jail and has been updated. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,,93,,82,,0,,,24717,,296,,286,0,7/21/20,
Wyoming,WY,380,,,8,,1,,0,,866,,,12,,0,0,7/22/20,
Federal,US,,,,995,,644,,1,,33336,,,10154,,5797,102,7/21/20,
Alabama,AL,568,,,220,,131,,2,,,,,138,,29,12,7/14/20,
Alaska,AK,,,,12,,,,0,,,1593,,2,,2,0,7/14/20,
Arizona,AZ,,,,371,,262,,,,4496,,,569,,255,13,7/14/20,
Arkansas,AR,2378,,,259,,214,,1,,7777,,,3482,,2311,16,7/14/20,
California,CA,,,103,3896,115,2965,0,10,1681,96486,,317,15187,1040,13726,69,10/13/20,
Colorado,CO,,,,67,,58,,0,,6579,11642,,668,,627,3,7/14/20,
Connecticut,CT,974,,,382,,377,,0,,10014,,,1343,,1324,7,7/14/20,"Connecticut's prisoner cases dropped by 3 to 1,343, and the number of prisoners tested and recovered also dropped this week. The state said, ""Please note that a recent internal audit/review of the our data found some duplicate information, and as a result the numbers for both 'positive offenders' and also for the number of offenders 'recovered' went down a bit."""
Delaware,DE,,2253,8,219,1,203,0,1,,,2118,0,579,2,548,11,11/11/20,"Note from PIO about jump in staff tests: ""You'll note a big jump in the number of staff COVID-19 tests in this week's report. This jump includes 660 self-administered off-site COVID-19 tests that are provided to staff by DOC in partnership with state public health officials and are processed by a different 3rd party lab than the lab that processes our in-house staff tests. These off-site self-administered test kits began to be provided to staff in October as an additional proactive testing resource for our staff."""
Florida,FL,,,,885,,,,,,,28471,,2632,,,29,7/14/20,
Georgia,GA,,,,301,,190,,1,,,,,806,,489,25,7/14/20,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
Hawaii,HI,,,,0,,0,,0,,70,,,0,,0,0,7/14/20,
Idaho,ID,407,,,68,,27,,0,,,1624,,694,,9,0,7/14/20,
Illinois,IL,,,,214,,180,,0,,1600,,,337,,278,13,7/14/20,
Indiana,IN,1307,,,299,,263,,2,,2033,,,702,,687,20,7/14/20,"Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department. Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
Iowa,IA,,,,51,,25,,0,,4004,,,225,,35,1,7/14/20,Staff deaths backfilled from later weeks' data. The prisoner case total has been updated to include the 1 death reported this week.
Kansas,KS,,,,112,,112,,2,,,2792,,910,,906,4,7/15/20,Kansas' staff cases was incorrect originally. This number has been updated. Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
Kentucky,KY,,,,83,,,,0,,,,,624,,,4,7/14/20,
Louisiana,LA,1033,,,234,,174,,3,,1640,,,663,,572,16,7/14/20,Louisiana later revised its staff testing numbers for this week after providing the wrong figure.
Maine,ME,,,,1,,1,,0,,1147,,,4,,4,0,7/14/20,
Maryland,MD,,6713,,452,,382,,1,,18740,,,628,,401,8,7/13/20,The number of prisoners tested dropped by 184 this week. We are inquiring why the numbers fell so steeply.
Massachusetts,MA,,,,194,,165,,0,,8473,,,417,,380,8,7/15/20,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
Michigan,MI,,,,385,,347,,3,,37627,,,3801,,3076,68,7/14/20,"Michigan's prisoner test numbers fell by 717 and cases dropped by 219. ""Our Bureau of Health Care Services has been conducting an audit of cases to make sure only unique positives and negatives were reported. They found some duplicates that needed to be removed, so that cause numbers to drop."""
Minnesota,MN,,,,67,,,,0,,,18062,,390,,296,2,7/14/20,
Mississippi,MS,,,,,,,,,,,,,86,,,,7/14/20,
Missouri,MO,,,,83,,38,,0,,15527,,,245,,101,1,7/14/20,
Montana,MT,,,,72,,,,0,,,,,343,,,0,10/13/20,
Nebraska,NE,,,,23,,20,,,,898,,,8,,8,0,7/10/20,
Nevada,NV,2648,,,49,,27,,0,,12368,,,18,,17,0,7/15/20,
New Hampshire,NH,,,,11,,11,,0,,43,,,1,,1,0,7/10/20,
New Jersey,NJ,,6713,,781,,762,,,,,22813,,2892,,,49,7/14/20,
New Mexico,NM,4363,,,33,,10,,0,,7220,,,467,,381,4,7/14/20,
New York,NY,,,,1300,,1253,,5,,4055,,,545,,495,16,7/10/20,The number of prisoners and staff recovered dropped by 1 each this week. We have not yet learned why they changed.
North Carolina,NC,2935,,,249,,194,,1,,8793,,,1052,,802,5,7/14/20,
North Dakota,ND,613,1014,,7,,4,,0,,1687,2439,,7,,7,0,7/14/20,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
Ohio,OH,,,,866,,719,,5,,16762,,,5082,,4215,82,7/14/20,"After reviewing death certificates, Ohio later revised its number of confirmed deaths in several facilities including Chillicothe Correctional Institution, Belmont and Pickaway."
Oklahoma,OK,,,,25,,,,0,,,4101,,11,,8,0,7/14/20,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
Oregon,OR,,,,85,,46,,0,,,1651,,314,,162,1,7/14/20,
Pennsylvania,PA,1002,,,200,,163,,1,,6757,,,262,,226,10,7/14/20,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
Rhode Island,RI,,,,22,,,,0,,,,,21,,,0,7/14/20,Backfilled deaths based on info from Rhode Island on 11/4/20
South Carolina,SC,,,,189,,95,,1,,1171,,,563,,128,7,7/14/20,
South Dakota,SD,64,,,5,,5,,0,,130,,,4,,4,0,7/13/20,
Tennessee,TN,4865,4905,,121,,98,,0,,,23353,,3186,,3173,4,7/13/20,The number we had originally been given for Tennessee's staff tests were total tests rather than unique people tested. We've now updated the number with new figures from the Department of Corrections.
Texas,TX,,41814,,2160,,1165,,9,,,137831,,12071,,7703,94,7/14/20,Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
Utah,UT,,,,4,,4,,0,,,685,,38,,13,0,7/13/20,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
Vermont,VT,,1309,,20,,19,,0,,1413,2646,,47,,45,0,7/14/20,
Virginia,VA,,,,388,,307,,0,,25352,,,1530,,1452,11,7/14/20,The number of prisoners recovered dropped by one this week. We are inquiring as to why and will update when we can.
Washington,WA,,,,104,,,,1,,2937,,,277,,,2,7/14/20,
West Virginia,WV,,4230,,24,,20,,0,,,5143,,126,,126,0,7/14/20,"The number of staff tests dropped this week, because some tests in a previous week were thrown out and are no longer counted. Several have since been reconducted, but that's the lower number. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
Wisconsin,WI,,,,92,,70,,0,,,19371,,291,,280,0,7/14/20,
Wyoming,WY,,,,,,,,,,,,,,,,,,
Federal,US,,,,887,,629,,1,,29067,,,8896,,5407,99,7/14/20,
Alabama,AL,,,,184,,100,,2,,490,,,97,,28,10,7/7/20,
Alaska,AK,,,,11,,11,,0,,,1233,,2,,2,0,7/7/20,
Arizona,AZ,,,,303,,182,,,,4092,,,481,,250,13,7/7/20,
Arkansas,AR,2305,,,242,,184,,1,,7092,,,2981,,2309,14,7/7/20,
California,CA,,,138,4034,357,3322,0,10,1805,98291,,119,15306,572,14298,70,10/20/20,
Colorado,CO,,,,54,,54,,0,,4804,,,631,,626,3,7/7/20,
Connecticut,CT,,,,381,,377,,0,,10114,,,1343,,1333,7,7/7/20,The prisoner cases for this week were revised later after Connecticut identified some duplicates in the numbers.
Delaware,DE,,2271,18,237,0,203,0,1,,,6001,39,618,3,551,11,11/18/20,"Delaware's Department of Correction has stopped reporting the death of a contract worker who died over the summer and will only report deaths of department employees. We continue to include the previously reported death in our totals here. The department also changed which tests administered on prisoners they are reporting. Previous numbers reflected only tests administered to inmates displaying symptoms. The DOC has additionally been conducting tests proactively and on recovered prisoners. These will be included in the total testing figure starting this week. Any positive results were already included, so this change only impacts testing numbers."
